Cycle_Number,Time_s,Voltage_V,Current_A,Temp_C,Qd
1,2079.6739,3.2482109,-3.999940272727272,29.620148,1.0706892
1,2079.674000000001,3.2482109,-3.999940272727272,29.632357,1.0706892
1,2082.021200000001,3.238204,-3.999752090909091,29.632357,1.0706892
1,2082.0213000000003,3.238204,-3.999752090909091,29.695995,1.0706892
1,2084.8477000000003,3.2281628,-3.999931636363636,29.695995,1.0706892
1,2084.8478,3.2281628,-3.999931636363636,29.669649,1.0706892
1,2088.3798000000006,3.2181606,-4.00035209090909,29.669649,1.0706892
1,2088.3799,3.2181606,-4.00035209090909,29.688755,1.0706892
1,2093.0831,3.2081547,-3.999853545454545,29.688755,1.0706892
1,2093.083200000001,3.2081547,-3.999853545454545,29.779718,1.0706892
1,2098.0833,3.2003536,-3.998986636363636,29.7614,1.0706892
1,2103.0865000000013,3.1944504,-4.000347727272727,29.7614,1.0706892
1,2103.0866000000005,3.1944504,-4.000347727272727,29.79175,1.0706892
1,2108.0931,3.1899357,-3.999991,29.849258,1.0706892
1,2113.098,3.1862326,-4.000279272727273,29.849258,1.0706892
1,2113.098100000001,3.1862326,-4.000279272727273,29.887655,1.0706892
1,2118.1021,3.1833048,-4.000023454545454,29.936008,1.0706892
1,2123.102200000001,3.1810083,-4.000046909090909,29.936008,1.0706892
1,2123.1023000000005,3.1810083,-4.000046909090909,29.974237,1.0706892
1,2128.1064000000006,3.1787462,-3.999447,29.974237,1.0706892
1,2128.1065,3.1787462,-3.999447,30.005398,1.0706892
1,2133.1162000000004,3.1769915,-4.000022636363636,30.066097,1.0706892
1,2138.1267000000007,3.1749611,-4.000181727272727,30.066097,1.0706892
1,2138.1268,3.1749611,-4.000181727272727,30.134809,1.0706892
1,2143.1284,3.1735353,-4.0002558181818175,30.176239,1.0706892
1,2148.1286,3.1720896,-3.999947636363636,30.176239,1.0706892
1,2148.128700000001,3.1720896,-3.999947636363636,30.229527,1.0706892
1,2153.1351000000013,3.1707382,-3.9982748181818177,30.303543,1.0706892
1,2158.1432000000004,3.1694794,-4.000038272727273,30.315264,1.0706892
1,2163.1468000000004,3.1682625,-3.999706636363636,30.333227,1.0706892
1,2168.153900000001,3.1670475,-3.9997343636363634,30.36676,1.0706892
1,2173.16,3.165988,-4.000098454545454,30.36676,1.0706892
1,2173.160100000001,3.165988,-4.000098454545454,30.430143,1.0706892
1,2178.163700000001,3.1649208,-3.999803727272727,30.430143,1.0706892
1,2178.1638000000003,3.1649208,-3.999803727272727,30.498184,1.0706892
1,2183.1734,3.1638718,-3.999993999999999,30.53443,1.0706892
1,2188.176800000001,3.1629152,-3.998588636363636,30.53443,1.0706892
1,2188.1769000000004,3.1629152,-3.998588636363636,30.560757,1.0706892
1,2193.188900000001,3.1618099,-3.99978509090909,30.560757,1.0706892
1,2193.1890000000003,3.1618099,-3.99978509090909,30.635508,1.0706892
1,2198.2001,3.1608057,-3.999819727272728,30.635508,1.0706892
1,2198.200200000001,3.1608057,-3.999819727272728,30.691793,1.0706892
1,2203.2042,3.1598167,-3.999948545454545,30.691793,1.0706892
1,2203.204300000001,3.1598167,-3.999948545454545,30.724024,1.0706892
1,2208.2076,3.1589241,-3.9996771818181815,30.768456,1.0706892
1,2213.2121000000006,3.157897,-3.999992727272727,30.811905,1.0706892
1,2218.2135,3.156949,-3.999889545454545,30.875223,1.0706892
1,2223.2215,3.1559639,-3.999809363636364,30.875223,1.0706892
1,2223.2216000000008,3.1559639,-3.999809363636364,30.872171,1.0706892
1,2228.2297,3.1550884,-3.999805,30.90954,1.0706892
1,2233.240600000001,3.1542873,-4.00012709090909,30.948807,1.0706892
1,2238.2444,3.1532412,-4.000108909090908,31.006176,1.0706892
1,2243.2533000000003,3.1523409,-3.999831454545454,31.026211,1.0706892
1,2248.259,3.151391,-4.000281,31.024929,1.0706892
1,2253.2610000000004,3.1505251,-3.999882181818182,31.103775,1.0706892
1,2258.2705000000005,3.1495886,-4.0009169090909085,31.103775,1.0706892
1,2258.2706,3.1495886,-4.0009169090909085,31.110657,1.0706892
1,2263.277,3.1486464,-3.9998240909090903,31.135969,1.0706892
1,2268.2773,3.1477242,-3.999730909090909,31.135969,1.0706892
1,2268.277400000001,3.1477242,-3.999730909090909,31.216558,1.0706892
1,2273.278,3.1469946,-4.000141818181818,31.246687,1.0706892
1,2278.2830000000013,3.1458979,-4.000039545454545,31.239639,1.0706892
1,2283.290300000001,3.1450167,-3.9991850909090902,31.239639,1.0706892
1,2283.2904,3.1450167,-3.9991850909090902,31.30419,1.0706892
1,2288.2944000000007,3.1440535,-4.000338181818181,31.387014,1.0706892
1,2293.2979,3.142993,-4.000075090909091,31.387014,1.0706892
1,2293.2980000000007,3.142993,-4.000075090909091,31.367607,1.0706892
1,2298.3027,3.1420059,-3.999911636363636,31.333162,1.0706892
1,2303.3124000000007,3.1410942,-3.999901272727272,31.435022,1.0706892
1,2308.3213,3.140069,-4.000363363636364,31.438066,1.0706892
1,2313.331,3.1390715,-3.999643363636363,31.445116,1.0706892
1,2318.332700000001,3.138217,-3.999768181818182,31.470079,1.0706892
1,2323.3408,3.1372099,-4.000069,31.470079,1.0706892
1,2323.340900000001,3.1372099,-4.000069,31.51157,1.0706892
1,2328.3412000000008,3.1361322,-4.000146181818182,31.583118,1.0706892
1,2333.3451000000005,3.135067,-3.999877818181818,31.63357,1.0706892
1,2338.3564000000006,3.1341524,-3.999961090909091,31.658663,1.0706892
1,2343.3613000000005,3.1330709,-4.000062545454544,31.646503,1.0706892
1,2348.364600000001,3.1320477,-3.9995674545454554,31.646503,1.0706892
1,2348.3647,3.1320477,-3.9995674545454554,31.662491,1.0706892
1,2353.3727,3.130929,-4.000049909090909,31.780458,1.0706892
1,2358.3793000000005,3.1298971,-4.000039545454545,31.753078,1.0706892
1,2363.3874,3.1288881,-4.000018272727273,31.753078,1.0706892
1,2363.3875000000007,3.1288881,-4.000018272727273,31.800297,1.0706892
1,2368.3876,3.1277809,-3.9995821818181816,31.858881,1.0706892
1,2373.3925,3.126709,-3.999841,31.858881,1.0706892
1,2373.392600000001,3.126709,-3.999841,31.809238,1.0706892
1,2378.3990000000013,3.1257019,-4.000211636363637,31.852591,1.0706892
1,2383.4008000000013,3.1244125,-4.000419727272727,31.851645,1.0706892
1,2388.4017000000003,3.1233139,-4.000159636363636,31.907957,1.0706892
1,2393.4026000000013,3.1221962,-3.999814545454545,31.9601,1.0706892
1,2398.402700000001,3.1209269,-4.000079454545454,31.9601,1.0706892
1,2398.4028,3.1209269,-4.000079454545454,31.94812,1.0706892
1,2403.4068000000007,3.1198339,-4.000345545454545,31.943962,1.0706892
1,2408.4102000000003,3.1186228,-3.999889545454545,32.013523,1.0706892
1,2413.4202000000005,3.1173296,-4.000550636363636,32.033352,1.0706892
1,2418.421900000001,3.1162176,-4.000037363636364,32.069649,1.0706892
1,2423.4249,3.1147938,-3.999949818181818,32.061665,1.0706892
1,2428.4259,3.1138096,-3.999860909090909,32.085655,1.0706892
1,2433.4364000000005,3.1124077,-4.000825909090909,32.095734,1.0706892
1,2438.4405000000006,3.1112528,-4.000160909090909,32.142101,1.0706892
1,2443.4480000000003,3.1100283,-3.9991608181818177,32.142101,1.0706892
1,2443.4481,3.1100283,-3.9991608181818177,32.148026,1.0706892
1,2448.4552000000003,3.1087332,-4.000085909090909,32.170864,1.0706892
1,2453.4648,3.1074171,-4.000025636363636,32.170864,1.0706892
1,2453.464900000001,3.1074171,-4.000025636363636,32.229557,1.0706892
1,2458.4673000000003,3.1061859,-4.000138818181817,32.229557,1.0706892
1,2458.4673999999995,3.1061859,-4.000138818181817,32.220268,1.0706892
1,2463.4759000000013,3.1048918,-4.0000065454545455,32.224419,1.0706892
1,2468.4837000000007,3.1035318,-4.000025636363636,32.260712,1.0706892
1,2473.4877,3.102252,-4.000041272727272,32.260712,1.0706892
1,2473.487800000001,3.102252,-4.000041272727272,32.266464,1.0706892
1,2478.4966000000004,3.1009836,-4.0000160909090905,32.266464,1.0706892
1,2478.4967,3.1009836,-4.0000160909090905,32.348141,1.0706892
1,2483.4987,3.099658,-3.999541,32.293484,1.0706892
1,2488.5044,3.0983238,-3.999982272727273,32.358051,1.0706892
1,2493.5101000000013,3.0970507,-4.000230727272727,32.382973,1.0706892
1,2498.5110000000004,3.0956631,-3.9999645454545454,32.382973,1.0706892
1,2498.5111,3.0956631,-3.9999645454545454,32.398186,1.0706892
1,2503.5229,3.0944405,-4.000331727272727,32.376926,1.0706892
1,2508.5318000000007,3.0930004,-4.000309636363636,32.379799,1.0706892
1,2513.5327,3.0916414,-4.0003508181818175,32.395927,1.0706892
1,2518.536,3.0904093,-3.9993,32.479519,1.0706892
1,2523.5442000000003,3.0890341,-3.999771181818181,32.476471,1.0706892
1,2528.5444000000007,3.0875196,-3.999866181818181,32.512737,1.0706892
1,2533.5509,3.0861645,-3.9998765454545446,32.475353,1.0706892
1,2538.5581,3.0847607,-3.999800727272728,32.590061,1.0706892
1,2543.559500000001,3.0833673,-4.000133181818182,32.560665,1.0706892
1,2548.5664,3.0820084,-3.999924181818181,32.560665,1.0706892
1,2548.566500000001,3.0820084,-3.999924181818181,32.578087,1.0706892
1,2553.5708000000013,3.0805845,-4.000076363636363,32.621212,1.0706892
1,2558.582700000001,3.0790491,-4.000233727272727,32.621212,1.0706892
1,2558.5828,3.0790491,-4.000233727272727,32.599014,1.0706892
1,2563.5885,3.077528,-3.9996771818181815,32.617058,1.0706892
1,2568.589600000001,3.0760365,-3.999860909090909,32.650105,1.0706892
1,2573.5959000000003,3.0743561,-4.000310909090909,32.688446,1.0706892
1,2578.602500000001,3.0730925,-4.000090272727272,32.698357,1.0706892
1,2583.6059000000005,3.0712967,-4.000640363636363,32.698357,1.0706892
1,2583.606,3.0712967,-4.000640363636363,32.692932,1.0706892
1,2588.6145,3.0697184,-4.000455272727272,32.764633,1.0706892
1,2593.617400000001,3.0680761,-3.999802,32.751366,1.0706892
1,2598.6284,3.0665169,-4.000249363636364,32.749138,1.0706892
1,2603.6303000000007,3.0647631,-3.999659363636364,32.783489,1.0706892
1,2608.640800000001,3.0630932,-3.999955909090909,32.749931,1.0706892
1,2613.644900000001,3.0612783,-3.999549272727272,32.791134,1.0706892
1,2618.6491000000005,3.059514,-4.000079454545454,32.824333,1.0706892
1,2623.6515,3.0576143,-3.9998270909090894,32.859463,1.0706892
1,2628.6580000000013,3.0557919,-4.000047727272727,32.83633,1.0706892
1,2633.6607000000004,3.0539455,-4.000486,32.83633,1.0706892
1,2633.6608,3.0539455,-4.000486,32.915821,1.0706892
1,2638.6638000000003,3.0519304,-3.999880909090909,32.891708,1.0706892
1,2643.6712000000007,3.0498667,-3.999604272727273,32.919807,1.0706892
1,2648.6754,3.0477495,-3.9999645454545454,32.921738,1.0706892
1,2653.6779000000006,3.0457792,-4.000206,32.921738,1.0706892
1,2653.678,3.0457792,-4.000206,32.985271,1.0706892
1,2658.6875,3.043726,-3.9994669090909087,32.985271,1.0706892
1,2658.687600000001,3.043726,-3.9994669090909087,33.007126,1.0706892
1,2663.691700000001,3.0415955,-3.9998505454545454,33.007126,1.0706892
1,2663.6918000000005,3.0415955,-3.9998505454545454,32.970898,1.0706892
1,2668.695,3.0392351,-4.000062545454544,33.031227,1.0706892
1,2673.7008000000005,3.0370293,-3.999998363636363,33.062195,1.0706892
1,2678.7072000000007,3.0346355,-3.999974909090909,33.062195,1.0706892
1,2678.7073,3.0346355,-3.999974909090909,33.097466,1.0706892
1,2683.7084000000013,3.0324364,-3.999833636363636,33.097466,1.0706892
1,2683.7085000000006,3.0324364,-3.999833636363636,33.110565,1.0706892
1,2688.7171,3.0298805,-4.000168272727272,33.132568,1.0706892
1,2693.7223000000013,3.0273952,-3.999935909090909,33.179626,1.0706892
1,2698.7312,3.0249128,-4.000198636363637,33.135445,1.0706892
1,2703.7343,3.0222187,-4.000343454545455,33.135445,1.0706892
1,2703.734400000001,3.0222187,-4.000343454545455,33.197681,1.0706892
1,2708.7368000000006,3.0196772,-3.999872636363636,33.239964,1.0706892
1,2713.740100000001,3.0168447,-4.000098454545454,33.310452,1.0706892
1,2718.7427000000007,3.0140324,-3.999112272727273,33.281094,1.0706892
1,2723.7508,3.0110884,-4.000093272727272,33.339336,1.0706892
1,2728.7602000000006,3.0080862,-3.999935909090909,33.347137,1.0706892
1,2733.7661000000007,3.0051041,-4.000046909090909,33.400402,1.0706892
1,2738.766600000001,3.0018024,-3.999735181818181,33.38718,1.0706892
1,2743.7705000000005,2.9986372,-3.9999589090909087,33.38718,1.0706892
1,2743.7706,2.9986372,-3.9999589090909087,33.442505,1.0706892
1,2748.7731000000003,2.9952583,-4.000008727272727,33.511883,1.0706892
1,2753.784600000001,2.9917984,-3.9998904545454543,33.522717,1.0706892
1,2758.7909,2.9880209,-4.000343454545455,33.547737,1.0706892
1,2763.7984,2.9842463,-4.000035181818181,33.581867,1.0706892
1,2768.8046000000013,2.9804277,-4.000241999999999,33.636871,1.0706892
1,2773.809300000001,2.9763031,-4.000288363636363,33.636871,1.0706892
1,2773.8094,2.9763031,-4.000288363636363,33.685966,1.0706892
1,2778.8099,2.972043,-4.000098454545454,33.673996,1.0706892
1,2783.8172000000013,2.9675283,-4.000923454545454,33.719105,1.0706892
1,2788.8244000000013,2.9627838,-3.999856636363636,33.719105,1.0706892
1,2788.8245000000006,2.9627838,-3.999856636363636,33.809483,1.0706892
1,2793.8289000000004,2.957921,-4.000987545454545,33.809483,1.0706892
1,2793.829,2.957921,-4.000987545454545,33.841331,1.0706892
1,2798.831100000001,2.9527426,-3.999708818181818,33.855526,1.0706892
1,2803.834700000001,2.9473181,-4.0005359090909085,33.864292,1.0706892
1,2808.838600000001,2.9415083,-3.999884363636363,33.93755,1.0706892
1,2813.8488,2.9354773,-4.000097636363636,33.93755,1.0706892
1,2813.848900000001,2.9354773,-4.000097636363636,33.96957,1.0706892
1,2818.8555,2.9289865,-3.998363636363636,34.016575,1.0706892
1,2823.8567000000003,2.9220905,-4.000185181818181,34.061493,1.0706892
1,2828.8647,2.914856,-3.9999645454545454,34.118652,1.0706892
1,2833.875400000001,2.9068623,-3.999997090909091,34.17487,1.0706892
1,2838.8812,2.8984823,-4.000196909090909,34.240788,1.0706892
1,2843.8891000000003,2.8892097,-4.00012709090909,34.248898,1.0706892
1,2848.894,2.8792105,-3.9998934545454543,34.248898,1.0706892
1,2848.8941000000013,2.8792105,-3.9998934545454543,34.339958,1.0706892
1,2853.504200000001,2.8690834,-3.9996181818181817,34.381809,1.0706892
1,2857.7178000000004,2.8590622,-4.000268454545454,34.368782,1.0706892
1,2861.5746,2.8490028,-3.999704454545454,34.437836,1.0706892
1,2865.073700000001,2.8389359,-3.999949818181818,34.504044,1.0706892
1,2868.334500000001,2.8288898,-3.999999181818181,34.54813,1.0706892
1,2871.3451000000005,2.8188438,-4.00007209090909,34.55497,1.0706892
1,2874.109700000001,2.8088179,-4.000229363636364,34.55497,1.0706892
1,2874.1098,2.8088179,-4.000229363636364,34.628132,1.0706892
1,2876.6626,2.7987728,-3.9999770909090895,34.628132,1.0706892
1,2876.6627000000008,2.7987728,-3.9999770909090895,34.658985,1.0706892
1,2879.029200000001,2.7887726,-3.999860090909091,34.689068,1.0706892
1,2881.3019000000004,2.7787485,-4.000063818181818,34.689068,1.0706892
1,2883.384400000001,2.7687435,-4.000144909090909,34.689068,1.0706892
1,2883.3845,2.7687435,-4.000144909090909,34.749187,1.0706892
1,2885.354800000001,2.7586708,-4.000231545454545,34.749187,1.0706892
1,2885.3549000000003,2.7586708,-4.000231545454545,34.718006,1.0706892
1,2887.222,2.7486477,-3.999131363636363,34.755856,1.0706892
1,2888.9743,2.7385674,-3.999980181818181,34.755856,1.0706892
1,2890.645200000001,2.7285271,-4.000110181818181,34.755856,1.0706892
1,2890.6453,2.7285271,-4.000110181818181,34.76572,1.0706892
1,2892.206,2.7184677,-4.000514636363636,34.76572,1.0706892
1,2893.7173999999995,2.7083597,-4.000149181818181,34.76572,1.0706892
1,2893.7175000000007,2.7083597,-4.000149181818181,34.865891,1.0706892
1,2895.1423000000013,2.6983509,-4.000027818181818,34.865891,1.0706892
1,2896.4894000000004,2.6883183,-3.999916,34.865891,1.0706892
1,2896.4895,2.6883183,-3.999916,34.826618,1.0706892
1,2897.7679000000007,2.6782227,-3.999984454545455,34.826618,1.0706892
1,2898.9961000000003,2.6682014,-3.9999168181818177,34.932846,1.0706892
1,2900.1711,2.6581497,-4.000189545454545,34.932846,1.0706892
1,2901.2775,2.6481485,-4.000028727272727,34.932846,1.0706892
1,2902.358400000001,2.6381226,-4.000198636363637,34.99564,1.0706892
1,2903.3696,2.628046,-3.9999168181818177,34.99564,1.0706892
1,2904.3577000000005,2.6180286,-4.000001363636364,35.039654,1.0706892
1,2905.296900000001,2.6079798,-3.999901272727272,35.039654,1.0706892
1,2906.2018000000007,2.5978279,-3.99958,35.039654,1.0706892
1,2907.054400000001,2.5877419,-4.000333,35.039654,1.0706892
1,2907.0545,2.5877419,-4.000333,35.038715,1.0706892
1,2907.8843,2.5776596,-4.00001309090909,35.038715,1.0706892
1,2908.6705,2.5676174,-4.000217727272727,35.038715,1.0706892
1,2909.425000000001,2.5575457,-4.0002462727272725,35.038715,1.0706892
1,2910.1602000000003,2.5473804,-3.999661545454545,35.038715,1.0706892
1,2910.1603,2.5473804,-3.999661545454545,35.069546,1.0706892
1,2910.8619,2.5372305,-3.999866181818181,35.069546,1.0706892
1,2911.5195000000003,2.5272102,-3.999991,35.069546,1.0706892
1,2912.1626,2.5171261,-3.999872636363636,35.069546,1.0706892
1,2912.7706,2.5071182,-4.000211636363637,35.157589,1.0706892
1,2913.3699,2.4967804,-3.9998882727272727,35.157589,1.0706892
1,2913.9436000000005,2.4866619,-3.9998904545454543,35.157589,1.0706892
1,2914.4907000000003,2.4765549,-3.9997647272727272,35.157589,1.0706892
1,2915.014800000001,2.4662819,-4.000310909090909,35.157589,1.0706892
1,2915.506800000001,2.4562578,-4.000153545454545,35.157589,1.0706892
1,2915.995500000001,2.4459,-3.999969727272727,35.17157,1.0706892
1,2916.4499,2.4355946,-3.999889545454545,35.17157,1.0706892
1,2916.8892,2.4255133,-4.000108,35.17157,1.0706892
1,2917.3033,2.4153194,-4.000035181818181,35.17157,1.0706892
1,2917.7052000000003,2.4053087,-4.000483818181817,35.17157,1.0706892
1,2918.0821,2.3950615,-4.000294,35.17157,1.0706892
1,2918.452500000001,2.3849239,-4.000191272727272,35.242588,1.0706892
1,2918.8060000000005,2.3745909,-4.0002462727272725,35.242588,1.0706892
1,2919.1437000000005,2.3644524,-4.000217727272727,35.242588,1.0706892
1,2919.464100000001,2.3540897,-4.000361636363636,35.242588,1.0706892
1,2919.7714,2.3439064,-3.999879999999999,35.242588,1.0706892
1,2920.0588000000007,2.333806,-3.9997183636363633,35.242588,1.0706892
1,2920.3364,2.3234844,-4.001016181818181,35.242588,1.0706892
1,2920.6077000000005,2.3131647,-4.000011818181818,35.242588,1.0706892
1,2920.8657000000003,2.3028564,-3.999819727272728,35.242588,1.0706892
1,2921.1005000000005,2.2927494,-4.0000741818181815,35.242588,1.0706892
1,2921.3284000000003,2.2825117,-3.999974090909091,35.242588,1.0706892
1,2921.3285,2.2825117,-3.999974090909091,35.24847,1.0706892
1,2921.5532000000003,2.2719049,-3.9998882727272727,35.24847,1.0706892
1,2921.764500000001,2.2615337,-3.998613818181818,35.24847,1.0706892
1,2921.9686,2.2510624,-3.999829272727273,35.24847,1.0706892
1,2922.1592,2.2408133,-4.000191272727272,35.24847,1.0706892
1,2922.337300000001,2.2306223,-4.00000009090909,35.24847,1.0706892
1,2922.5053000000007,2.2203541,-4.000277909090909,35.24847,1.0706892
1,2922.6677,2.2102489,-4.000025636363636,35.24847,1.0706892
1,2922.8213,2.2000046,-3.999882181818182,35.24847,1.0706892
1,2922.9714000000004,2.1898499,-4.000059454545454,35.24847,1.0706892
1,2923.1093,2.179656,-4.000412363636363,35.24847,1.0706892
1,2923.2477,2.1690426,-3.999444818181818,35.24847,1.0706892
1,2923.375,2.1588097,-4.000167,35.24847,1.0706892
1,2923.503700000001,2.1482267,-4.000154363636363,35.24847,1.0706892
1,2923.6214,2.1381092,-4.000099363636363,35.24847,1.0706892
1,2923.743200000001,2.1272001,-3.9996233636363634,35.24847,1.0706892
1,2923.8539,2.1169348,-3.99975,35.24847,1.0706892
1,2923.955,2.1067934,-4.00020509090909,35.24847,1.0706892
1,2924.062100000001,2.0956469,-3.999993999999999,35.322502,1.0706892
1,2924.1670000000013,2.0848989,-3.9998483636363633,35.322502,1.0706892
1,2924.2637000000013,2.0741634,-3.999939,35.322502,1.0706892
1,2924.3500000000004,2.0639668,-4.000304363636364,35.322502,1.0706892
1,2924.4405000000006,2.0534115,-3.999994909090909,35.322502,1.0706892
1,2924.5237,2.0431795,-3.999998363636363,35.322502,1.0706892
1,2924.6045000000013,2.0327148,-4.000133181818182,35.322502,1.0706892
1,2924.6921,2.0218439,-3.999906454545454,35.322502,1.0706892
1,2924.7661000000007,2.0116768,-4.000164818181818,35.322502,1.0706892
1,2924.8520000000008,2.0000296,-4.000047727272727,35.322502,1.0706892
1,2924.907800000001,2.0237694,-3.999408818181818,35.322502,1.0706892
1,2924.9301,2.0106478,-3.9998028181818177,35.322502,1.0706892
1,2924.9645,1.9998865,-4.000233727272727,35.322502,1.0706892
1,2929.9673999999995,1.9996586,-1.1911687272727272,35.465466,1.0706892
1,2934.969500000001,1.9995413,-0.6236995363636363,35.465466,1.0706892
1,2934.9696000000004,1.9995413,-0.6236995363636363,35.493084,1.0706892
1,2939.9746,1.999568,-0.4226693272727272,35.578972,1.0706892
1,2944.9763000000003,1.999732,-0.3403845727272727,35.578972,1.0706892
1,2944.9764,1.999732,-0.3403845727272727,35.652016,1.0706892
1,2949.9812,2.0000801,-0.2955783454545454,35.588982,1.0706892
1,2954.9887,1.9997396,-0.2652428363636363,35.588982,1.0706892
1,2954.988800000001,1.9997396,-0.2652428363636363,35.56916,1.0706892
1,2959.9963000000007,1.9998684,-0.2428358272727272,35.587093,1.0706892
1,2964.9972,1.9995489,-0.2247680272727272,35.587093,1.0706892
1,2964.997300000001,1.9995489,-0.2247680272727272,35.477356,1.0706892
1,2969.9985,1.9997396,-0.2091572545454545,35.477356,1.0706892
1,2969.998600000001,1.9997396,-0.2091572545454545,35.415276,1.0706892
1,2975.005500000001,2.000103,-0.1956696909090909,35.420353,1.0706892
1,2980.013200000001,1.9999485,-0.1850856454545454,35.328716,1.0706892
1,2985.016600000001,2.0003223,-0.174916009090909,35.193489,1.0706892
1,2990.018400000001,1.9998255,-0.1673793818181818,35.160931,1.0706892
1,2995.0255,1.9997082,-0.1589922454545454,35.109913,1.0706892
1,3000.027400000001,2.0002918,-0.1527716909090909,35.005955,1.0706892
1,3005.0323000000008,1.9999323,-0.1472689909090909,34.921074,1.0706892
1,3010.0396,1.999918,-0.1423801090909091,34.763023,1.0706892
1,3015.0481,1.9999142,-0.1363424818181818,34.687313,1.0706892
1,3020.057500000001,2.0002708,-0.1313356909090909,34.668571,1.0706892
1,3025.0581,2.0001717,-0.1272964454545454,34.54924,1.0706892
1,3030.0641,1.9998722,-0.1237097636363636,34.419075,1.0706892
1,3035.064900000001,2.000185,-0.1189283909090909,34.419075,1.0706892
1,3035.0650000000005,2.000185,-0.1189283909090909,34.396309,1.0706892
1,3040.0669,1.999939,-0.1152818818181818,34.255901,1.0706892
